Y,X
395.0,32.63592835859795
396.0,32.73694361699135
397.0,32.837349406682414
398.0,32.93716286317224
399.0,33.036400439418244
400.0,33.1350779442946
401.0,33.23321057833028
402.0,33.33081296695659
403.0,33.42789919147352
404.0,33.524482817923456
405.0,33.620576924042794
406.0,33.716194124445906
407.0,33.811346594181316
408.0,33.90604609078714
409.0,34.00030397496111
410.0,34.09413122995075
411.0,34.18753847975901
412.0,34.28053600625333
413.0,34.37313376525779
414.0,34.465341401701565
415.0,34.5571682638909
416.0,34.64862341696589
417.0,34.739715655598566
418.0,34.83045351598443
419.0,34.92084528717474
420.0,35.01089902179414
421.0,35.10062254618363
422.0,35.19002347000692
423.0,35.27910919535423
424.0,35.36788692537534
425.0,35.45636367247566
426.0,35.544546266091416
427.0,35.63244136008518
428.0,35.72005543977332
429.0,35.807394828612054
430.0,35.894465694562264
431.0,35.98127405615129
432.0,36.06782578825013
433.0,36.15412662758216
434.0,36.24018217797876
435.0,36.3259979153965
436.0,36.41157919270898
437.0,36.49693124428607
438.0,36.58205919037221
439.0,36.666968041274856
440.0,36.75166270137326
441.0,36.83614797295722
442.0,36.92042855990503
443.0,37.00450907120894
444.0,37.088394024356205
445.0,37.172087848573135
446.0,37.25559488793944
447.0,37.33891940437913
448.0,37.42206558053465
449.0,37.50503752252968
450.0,37.5878392626267
451.0,37.67047476178396
452.0,37.75294791211735
453.0,37.83526253927144
454.0,37.91742240470433
455.0,37.999431207890375
456.0,38.081292588444775
457.0,38.1630101281738
458.0,38.24458735305405
459.0,38.32602773514434
460.0,38.40733469443313
461.0,38.488511600624705
462.0,38.56956177486686
463.0,38.650488491422934
464.0,38.731294979290574
465.0,38.811984423769914
466.0,38.89255996798334
467.0,38.973024714349165
468.0,39.05338172601125
469.0,39.13363402822667
470.0,39.213784609713336
471.0,39.29383642395933
472.0,39.37379239049582
473.0,39.45365539613519
474.0,39.533428296175906
475.0,39.613113915575866
476.0,39.69271505009536
477.0,39.77223446741143
478.0,39.851674908204714
479.0,39.93103908722012
480.0,40.01032969374314
481.0,40.089549031195304
482.0,40.16869840061271
483.0,40.24777892723604
484.0,40.32679172733538
485.0,40.40573790839997
486.0,40.48461856932448
487.0,40.56343480059208
488.0,40.64218768445402
489.0,40.72087829510624
490.0,40.79950769886276
491.0,40.87807695432625
492.0,40.95658711255546
493.0,41.035039217230036
494.0,41.11343430481246
495.0,41.19177340470732
496.0,41.27005753941808
497.0,41.348287724701244
498.0,41.42646496971803
499.0,41.50459027718376
500.0,41.58266464351485
501.0,41.6606890589736
502.0,41.738664507810796
503.0,41.81659196840609
504.0,41.89447241340641
505.0,41.97230680986241
506.0,42.05009611936283
507.0,42.12784129816703
508.0,42.20554329733572
509.0,42.2832030628599
510.0,42.36082153578796
511.0,42.43839965235127
512.0,42.51593834408805
513.0,42.59343853796558
514.0,42.67090115650106
515.0,42.74832711788085
516.0,42.82571733607829
517.0,42.90307272097018
518.0,42.98039417845183
519.0,43.05768261055086
520.0,43.13493891553974
521.0,43.21216398804703
522.0,43.28935871916756
523.0,43.366523996571345
524.0,43.44366070461142
525.0,43.52076972443077
526.0,43.59785193406794
527.0,43.674908208561845
528.0,43.75193942005571
529.0,43.82894643789984
530.0,43.90593012875369
531.0,43.982891356686984
532.0,44.05983098328022
533.0,44.13674986772403
534.0,44.21364886691817
535.0,44.29052883556956
536.0,44.36739062628973
537.0,44.44423508969159
538.0,44.52106307448553
539.0,44.59787542757512
540.0,44.67467299415198
541.0,44.751456617790375
542.0,44.82822714054107
543.0,44.90498540302493
544.0,44.981732244526015
545.0,45.05846850308415
546.0,45.1351950155873
547.0,45.211912617863476
548.0,45.28862214477234
549.0,45.365324430296475
550.0,45.442020307632525
551.0,45.5187106092819
552.0,45.59539616714148
553.0,45.67207781259392
554.0,45.74875637659799
555.0,45.825432689778644
556.0,45.90210758251707
557.0,45.97878188504064
558.0,46.055456427511615
559.0,46.13213204012333
560.0,46.20880955317718
561.0,46.28548979718564
562.0,46.36217360295562
563.0,46.43886180167996
564.0,46.51555522502755
565.0,46.59225470523369
566.0,46.66896107519064
567.0,46.74567516853829
568.0,46.822397819755125
569.0,46.899129864249424
570.0,46.97587213845074
571.0,47.052625479901685
572.0,47.129390727350064
573.0,47.206168720841376
574.0,47.28296030181176
575.0,47.35976631318119
576.0,47.43658759944743
577.0,47.51342500678013
578.0,47.5902793831158
579.0,47.667151578252906
580.0,47.74404244394795
581.0,47.820952834011926
582.0,47.897883604407475
583.0,47.97483561334663
584.0,48.05180972138945
585.0,48.12880679154324
586.0,48.20582768936247
587.0,48.28287328304977
588.0,48.359944443557424
589.0,48.437042044689996
590.0,48.51416696320775
591.0,48.591320078930934
592.0,48.668502274845295
593.0,48.745714437208186
594.0,48.82295745565627
595.0,48.90023222331376
596.0,48.977539636902186
597.0,49.05488059685114
598.0,49.132256007410284
599.0,49.20966677676256
600.0,49.28711381713879
601.0,49.36459804493345
602.0,49.44212038082204
603.0,49.5196817498796
604.0,49.59728308170098
605.0,49.67492531052235
606.0,49.75260937534453
607.0,49.83033622005766
608.0,49.90810679356785
609.0,49.985922049925215
610.0,50.06378210175408
611.0,50.14168116781602
612.0,50.219610932583564
613.0,50.29756303849976
614.0,50.37552910399332
615.0,50.45350073246691
616.0,50.531469521330784
617.0,50.609427071054334
618.0,50.68736499420847
619.0,50.76527492447168
620.0,50.84314852557235
621.0,50.92097750014123
622.0,50.99875359844755
623.0,51.07646862699352
624.0,51.15411445694256
625.0,51.23168303235754
626.0,51.30916637822677
627.0,51.38655660825586
628.0,51.4638459324058
629.0,51.54102666415859
630.0,51.61809122749295
631.0,51.69503216355474
632.0,51.77184213700808
633.0,51.84851394205449
634.0,51.92504050810978
635.0,52.00141490512931
636.0,52.077630348574466
637.0,52.15368020401458
638.0,52.22955799136056
639.0,52.30525738872745
640.0,52.38077223592544
641.0,52.456096537580045
642.0,52.53122446588332
643.0,52.60615036298016
644.0,52.68086874299417
645.0,52.75537429369954
646.0,52.82966187784589
647.0,52.90372653414486
648.0,52.9775634779271
649.0,53.05116810148063
650.0,53.124535974080736
651.0,53.19766284172351
652.0,53.270544626575095
653.0,53.343177426149246
654.0,53.4155575122265
655.0,53.48768132952809
656.0,53.559545494158584
657.0,53.63114679183069
658.0,53.702482175886466
659.0,53.773548765128375
660.0,53.84434384147439
661.0,53.914864847450794
662.0,53.985109383535715
663.0,54.055075205367366
664.0,54.124760220829494
665.0,54.194162487026844
666.0,54.26328020716308
667.0,54.33211172733288
668.0,54.400655533239856
669.0,54.46891024685146
670.0,54.53687462300124
671.0,54.60454754594881
672.0,54.67192802590717
673.0,54.73901519554644
674.0,54.80580830648291
675.0,54.87230672576124
676.0,54.93850993233801
677.0,55.004417513573294
678.0,55.07002916173747
679.0,55.13534467053912
680.0,55.200363931680066
681.0,55.26508693144285
682.0,55.32951374731548
683.0,55.393644544657924
684.0,55.45747957341458
685.0,55.521019164876094
686.0,55.58426372849422
687.0,55.64721374875224
688.0,55.709869782093946
689.0,55.77223245391305
690.0,55.834302455605346
691.0,55.89608054168498
692.0,55.957567526966486
693.0,56.018764283813475
694.0,56.07967173945505
695.0,56.14029087337044
696.0,56.20062271474256
697.0,56.260668339980334
698.0,56.32042887031039
699.0,56.37990546943749
700.0,56.43909934127376
701.0,56.49801172773639
702.0,56.55664390661298
703.0,56.61499718949418
704.0,56.67307291977266
705.0,56.73087247070779
706.0,56.788397243554954
707.0,56.84564866575851
708.0,56.90262818920732
709.0,56.9593372885519
710.0,57.01577745958175
711.0,57.071950217661794
712.0,57.12785709622668
713.0,57.183499645331594
714.0,57.238879430258315
715.0,57.29399803017526
716.0,57.34885703684983
717.0,57.40345805341234
718.0,57.45780269316952
719.0,57.51189257846659
720.0,57.56572933959651
721.0,57.61931461375502
722.0,57.67265004404003
723.0,57.72573727849431
724.0,57.778577969189804
725.0,57.831173771352546
726.0,57.8835263425268
727.0,57.93563734177713
728.0,57.98750842892713
729.0,58.03914126383379
730.0,58.09053750569607
731.0,58.1416988123965
732.0,58.19262683987502
733.0,58.243323241533396
734.0,58.29378966766955
735.0,58.34402776494047
736.0,58.39403917585292
737.0,58.44382553828054
738.0,58.4933884850068
739.0,58.54272964329238
740.0,58.5918506344666
741.0,58.64075307354127
742.0,58.689438568846796
743.0,58.73790872168921
744.0,58.786165126027385
745.0,58.834209368169915
746.0,58.882043026490294
747.0,58.929667671160345
748.0,58.97708486390055
749.0,59.02429615774695
750.0,59.07130309683384
751.0,59.11810721619142
752.0,59.16471004155813
753.0,59.21111308920663
754.0,59.25731786578311
755.0,59.3033258681594
756.0,59.34913858329693
757.0,59.394757488122586
758.0,59.44018404941535
759.0,59.48541972370374
760.0,59.53046595717329
761.0,59.575324185583504
762.0,59.619995834194285
763.0,59.664482317700894
764.0,59.708785040177396
765.0,59.75290539502797
766.0,59.79684476494594
767.0,59.84060452187988
768.0,59.88418602700665
769.0,59.92759063071097
770.0,59.97081967257122
771.0,60.013874481351
772.0,60.056756374996525
773.0,60.09946666063911
774.0,60.14200663460279
775.0,60.18437758241673
776.0,60.22658077883211
777.0,60.26861748784331
778.0,60.31048896271313
779.0,60.352196446001884
780.0,60.39374116960002
781.0,60.43512435476422
782.0,60.47634721215663
783.0,60.51741094188728
784.0,60.5583167335591
785.0,60.599065766315874
786.0,60.63965920889248
787.0,60.68009821966762
788.0,60.72038394671874
789.0,60.7605175278789
790.0,60.80050009079573
791.0,60.84033275299206
792.0,60.88001662192824
793.0,60.91955279506603
794.0,60.95894235993393
795.0,60.99818639419377
796.0,61.03728596570857
797.0,61.076242132611554
798.0,61.11505594337611
799.0,61.15372843688673
800.0,61.19226064251077
801.0,61.23065358017108
802.0,61.268908260419146
803.0,61.307025684509014
804.0,61.34500684447164
805.0,61.382852723189835
806.0,61.42056429447349
807.0,61.458142523135265
808.0,61.49558836506649
809.0,61.53290276731338
810.0,61.57008666815341
811.0,61.60714099717177
812.0,61.64406667533801
813.0,61.68086461508267
814.0,61.717535720373924
815.0,61.754080886794235
816.0,61.79050100161682
817.0,61.82679694388215
818.0,61.862969584474236
819.0,61.89901978619672
820.0,61.934948403848814
821.0,61.97075628430096
822.0,62.00644426657029
823.0,62.04201318189571
824.0,62.07746385381278
825.0,62.112797098228185
826.0,62.148013723493904
827.0,62.183114530480985
828.0,62.218100312652886
829.0,62.25297185613853
830.0,62.287729939804834
831.0,62.32237533532882
832.0,62.35690880726929
833.0,62.39133111313806
834.0,62.42564300347063
835.0,62.45984522189652
836.0,62.49393850520893
837.0,62.527923583434024
838.0,62.56180117989966
839.0,62.595572011303545
840.0,62.62923678778098
841.0,62.662796212971934
842.0,62.69625098408762
843.0,62.729601791976634
844.0,62.762849321190345
845.0,62.79599425004787
846.0,62.829037250700466
847.0,62.8619789891953
848.0,62.89482012553872
849.0,62.92756131375892
850.0,62.960203201968056
851.0,62.99274643242376
852.0,63.02519164159012
853.0,63.057539460198086
854.0,63.08979051330523
855.0,63.12194542035505
856.0,63.15400479523558
857.0,63.185969246337564
858.0,63.217839376611906
859.0,63.24961578362668
860.0,63.281299059623485
861.0,63.312889791573284
862.0,63.344388561231646
863.0,63.37579594519348
864.0,63.407112514947116
865.0,63.4383388369279
866.0,63.46947547257123
867.0,63.500522978365005
868.0,63.53148190590154
869.0,63.56235280192897
870.0,63.593136208402015
871.0,63.62383266253232
872.0,63.654442696838224
873.0,63.684966839193905
874.0,63.71540561287812
875.0,63.74575953662237
876.0,63.77602912465851
877.0,63.80621488676592
878.0,63.83631732831806
879.0,63.86633695032862
880.0,63.89627424949709
881.0,63.92612971825384
882.0,63.95590384480475
883.0,63.98559711317528
884.0,64.01521000325413
885.0,64.04474299083627
886.0,64.07419654766575
887.0,64.1035711414777
888.0,64.13286723604016
889.0,64.16208529119525
890.0,64.19122576289995
891.0,64.22028910326645
892.0,64.24927576060198
893.0,64.27818617944818
894.0,64.3070208006202
895.0,64.33578006124505
896.0,64.36446439479987
897.0,64.3930742311494
898.0,64.42160999658341
899.0,64.45007211385335
900.0,64.47846100220882
901.0,64.50677707743351
902.0,64.53502075188085
903.0,64.56319243450902
904.0,64.5912925309159
905.0,64.61932144337324
906.0,64.64727957086085
907.0,64.67516730909998
908.0,64.70298505058665
909.0,64.73073318462444
910.0,64.75841209735691
911.0,64.78602217179977
912.0,64.81356378787247
913.0,64.8410373224296
914.0,64.86844314929193
915.0,64.89578163927698
916.0,64.9230531602293
917.0,64.9502580770505
918.0,64.97739675172873
919.0,65.00446954336802
920.0,65.03147680821718
921.0,65.05841889969838
922.0,65.0852961684354
923.0,65.11210896228168
924.0,65.13885762634781
925.0,65.1655425030289
926.0,65.19216393203158
927.0,65.21872225040069
928.0,65.24521779254567
929.0,65.2716508902666
930.0,65.29802187278007
931.0,65.32433106674458
932.0,65.3505787962858
933.0,65.3767653830215
934.0,65.40289114608615
935.0,65.42895640215525
936.0,65.45496146546948
937.0,65.48090664785845
938.0,65.50679225876425
939.0,65.53261860526469
940.0,65.55838599209636
941.0,65.58409472167733
942.0,65.60974509412964
943.0,65.63533740730155
944.0,65.66087195678952
945.0,65.68634903595988
946.0,65.71176893597047
947.0,65.73713194579167
948.0,65.76243835222763
949.0,65.78768843993689
950.0,65.81288249145294
951.0,65.8380207872046
952.0,65.86310360553603
953.0,65.8881312227266
954.0,65.91310391301053
955.0,65.93802194859634
956.0,65.96288559968596
957.0,65.98769513449376
958.0,66.0124508192654
959.0,66.03715291829621
960.0,66.06180169394975
961.0,66.08639740667577
962.0,66.11094031502833
963.0,66.13543067568344
964.0,66.15986874345667
965.0,66.18425477132047
966.0,66.20858901042139
967.0,66.232871710097
968.0,66.25710311789275
969.0,66.28128347957853
970.0,66.30541303916512
971.0,66.32949203892038
972.0,66.35352071938541
973.0,66.37749931939042
974.0,66.40142807607036
975.0,66.42530722488054
976.0,66.44913699961204
977.0,66.47291763240683
978.0,66.49664935377288
979.0,66.52033239259902
980.0,66.5439669761696
981.0,66.56755333017921
982.0,66.59109167874689
983.0,66.6145822444305
984.0,66.63802524824075
985.0,66.6614209096552
986.0,66.68476944663199
987.0,66.7080710756235
988.0,66.73132601158986
989.0,66.75453446801231
990.0,66.77769665690634
991.0,66.80081278883486
992.0,66.82388307292103
993.0,66.84690771686114
994.0,66.86988692693713
995.0,66.89282090802928
996.0,66.91570986362845
997.0,66.93855399584841
998.0,66.96135350543794
999.0,66.98410859179283
1000.0,67.00681945296776
1001.0,67.02948628568801
1002.0,67.05210928536111
1003.0,67.07468864608836
1004.0,67.09722456067612
1005.0,67.11971722064722
1006.0,67.14216681625189
1007.0,67.16457353647898
1008.0,67.18693756906679
1009.0,67.2092591005138
1010.0,67.23153831608951
1011.0,67.25377539984486
1012.0,67.27597053462273
1013.0,67.29812390206838
1014.0,67.32023568263959
1015.0,67.34230605561685
1016.0,67.36433519911338
1017.0,67.38632329008509
1018.0,67.40827050434035
1019.0,67.43017701654983
1020.0,67.452043000256
1021.0,67.47386862788274
1022.0,67.49565407074476
1023.0,67.51739949905692
